idx,title,etc,description,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
111,The Hateful Eight,Crime Drama Mystery,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",10,0.095383,0.707456,0.03285,0.045467,0.074409,https://whatdoido.kro.kr/movie/111.jpg
112,Scarface,Crime Drama,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",8,0.001476,0.905802,0.034243,0.018678,0.003704,https://whatdoido.kro.kr/movie/112.jpg
113,The Big Lebowski,Comedy Crime Sport,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",9,0.11418,0.754409,0.035158,0.074011,0.061146,https://whatdoido.kro.kr/movie/113.jpg
114,The Lord of the Rings: The Two Towers,Action Adventure Drama,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",10,0.037333,0.916164,0.00705,0.008956,0.030906,https://whatdoido.kro.kr/movie/114.jpg
115,Rush,Action Biography Drama,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,9,0.032161,0.945126,0.005365,0.012792,0.00404,https://whatdoido.kro.kr/movie/115.jpg
116,Harry Potter and the Prisoner of Azkaban,Adventure Family Fantasy,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",8,0.019087,0.889579,0.077954,0.009111,0.007359,https://whatdoido.kro.kr/movie/116.jpg
117,Braveheart,Biography Drama History,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,10,0.064988,0.79491,0.065167,0.027428,0.020623,https://whatdoido.kro.kr/movie/117.jpg
118,The Pianist,Biography Drama Music,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,10,0.097635,0.278319,0.144367,0.457663,0.197239,https://whatdoido.kro.kr/movie/118.jpg
119,There Will Be Blood,Drama,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",10,0.50151,0.546369,0.525076,0.081814,0.472823,https://whatdoido.kro.kr/movie/119.jpg
120,Reservoir Dogs,Crime Drama Thriller,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",10,0.108426,0.448744,0.012247,0.325045,0.281432,https://whatdoido.kro.kr/movie/120.jpg
121,One Flew Over the Cuckoo's Nest,Drama,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",10,0.041337,0.766002,0.027042,0.035601,0.024541,https://whatdoido.kro.kr/movie/121.jpg
122,"Three Billboards Outside Ebbing, Missouri",Comedy Crime Drama,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,4,0.481053,0.554958,0.123929,0.121902,0.11172,https://whatdoido.kro.kr/movie/122.jpg
123,Hacksaw Ridge,Biography Drama History,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",1,0.11985,0.331529,0.159903,0.370668,0.262727,https://whatdoido.kro.kr/movie/123.jpg
124,Training Day,Crime Drama Thriller,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,10,0.046065,0.841025,0.028509,0.028295,0.035335,https://whatdoido.kro.kr/movie/124.jpg
125,Stardust,Adventure Family Fantasy,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",8,0.035714,0.849802,0.046685,0.018943,0.02491,https://whatdoido.kro.kr/movie/125.jpg
126,Room,Drama Thriller,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",5,0.652531,0.155899,0.17631,0.046511,0.169868,https://whatdoido.kro.kr/movie/126.jpg
127,The Help,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",10,0.610503,0.682101,0.107795,0.097066,0.051321,https://whatdoido.kro.kr/movie/127.jpg
128,Argo,Biography Drama Thriller,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",8,0.025632,0.810243,0.031427,0.130936,0.026457,https://whatdoido.kro.kr/movie/128.jpg
129,King Kong,Adventure Horror Sci-Fi,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,9,0.216313,0.706675,0.031887,0.017608,0.030671,https://whatdoido.kro.kr/movie/129.jpg
130,Memento,Mystery Thriller,A man with short-term memory loss attempts to track down his wife's murderer.,9,0.233138,0.653559,0.080987,0.069782,0.075824,https://whatdoido.kro.kr/movie/130.jpg
131,Inside Man,Crime Drama Mystery,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",9,0.19187,0.709521,0.047467,0.016801,0.054509,https://whatdoido.kro.kr/movie/131.jpg
132,The Notebook,Drama Romance,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",10,0.869225,0.026576,0.194886,0.032793,0.044875,https://whatdoido.kro.kr/movie/132.jpg
133,La La Land,Comedy Drama Music,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",10,0.171235,0.797418,0.056201,0.110651,0.041019,https://whatdoido.kro.kr/movie/133.jpg
134,Wonder,Drama Family,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",10,0.020319,0.906118,0.03857,0.009903,0.012232,https://whatdoido.kro.kr/movie/134.jpg
135,The Usual Suspects,Crime Mystery Thriller,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",10,0.440872,0.743675,0.097489,0.05252,0.049162,https://whatdoido.kro.kr/movie/135.jpg
136,Terminator 2: Judgment Day,Action Sci-Fi,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg.",10,0.016335,0.763804,0.05389,0.068416,0.082836,https://whatdoido.kro.kr/movie/136.jpg
137,Mary Poppins,Comedy Family Fantasy,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",10,0.162429,0.679667,0.008111,0.121494,0.037574,https://whatdoido.kro.kr/movie/137.jpg
138,Saw,Horror Mystery Thriller,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",,0.158606,0.492523,0.490131,0.567285,0.118203,https://whatdoido.kro.kr/movie/138.jpg
139,Black Swan,Drama Thriller,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",1,0.469456,0.13133,0.224905,0.057947,0.22732,https://whatdoido.kro.kr/movie/139.jpg
140,Logan,Action Drama Sci-Fi,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",9,0.021246,0.390494,0.034072,0.152924,0.146521,https://whatdoido.kro.kr/movie/140.jpg
141,Moneyball,Biography Drama Sport,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,10,0.105561,0.453231,0.092092,0.12451,0.228814,https://whatdoido.kro.kr/movie/141.jpg
142,Eternal Sunshine of the Spotless Mind,Drama Romance Sci-Fi,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",9,0.078426,0.798058,0.036663,0.037914,0.055197,https://whatdoido.kro.kr/movie/142.jpg
143,Fargo,Crime Drama Thriller,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,9,0.462972,0.676766,0.160544,0.075797,0.082451,https://whatdoido.kro.kr/movie/143.jpg
144,Boogie Nights,Drama,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",8,0.347925,0.246855,0.107014,0.213584,0.168804,https://whatdoido.kro.kr/movie/144.jpg
145,A Star Is Born,Drama Music Romance,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,10,0.232492,0.386251,0.172875,0.159133,0.140013,https://whatdoido.kro.kr/movie/145.jpg
146,The Girl with the Dragon Tattoo,Crime Drama Mystery,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",9,0.040159,0.922809,0.015422,0.007547,0.010226,https://whatdoido.kro.kr/movie/146.jpg
147,Zodiac,Crime Drama Mystery,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",6,0.353743,0.400431,0.144952,0.099853,0.07614,https://whatdoido.kro.kr/movie/147.jpg
148,Kill Bill: Vol. 1,Action Crime Drama,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",1,0.182087,0.656247,0.051243,0.083711,0.084484,https://whatdoido.kro.kr/movie/148.jpg
149,The Truman Show,Comedy Drama,An insurance salesman discovers his whole life is actually a reality TV show.,9,0.258491,0.656879,0.008871,0.020104,0.057459,https://whatdoido.kro.kr/movie/149.jpg
150,The Revenant,Action Adventure Drama,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,8,0.057407,0.681052,0.064995,0.021281,0.036584,https://whatdoido.kro.kr/movie/150.jpg
151,Trainspotting,Drama,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",10,0.15321,0.436861,0.395265,0.086159,0.038417,https://whatdoido.kro.kr/movie/151.jpg
152,Drive,Crime Drama,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,,0.137435,0.735655,0.020543,0.035054,0.098511,https://whatdoido.kro.kr/movie/152.jpg
153,2001: A Space Odyssey,Adventure Sci-Fi,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",10,0.042827,0.869204,0.002195,0.006739,0.083419,https://whatdoido.kro.kr/movie/153.jpg
154,Predator,Action Adventure Sci-Fi,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,10,0.233712,0.266972,0.190743,0.45209,0.055961,https://whatdoido.kro.kr/movie/154.jpg
155,Wind River,Crime Drama Mystery,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,8,0.06355,0.821741,0.013819,0.04478,0.060704,https://whatdoido.kro.kr/movie/155.jpg
156,Dead Poets Society,Comedy Drama,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,10,0.026979,0.944299,0.017819,0.006713,0.009804,https://whatdoido.kro.kr/movie/156.jpg
157,The Intouchables,Biography Comedy Drama,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",9,0.191741,0.704543,0.040347,0.080307,0.011516,https://whatdoido.kro.kr/movie/157.jpg
158,Stand by Me,Adventure Drama,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",8,0.169675,0.724785,0.102913,0.049965,0.087653,https://whatdoido.kro.kr/movie/158.jpg
